CarId, Blue1, Yellow1, Green1, Red1, Blue2, Yellow2, Green2, Red2
134 ,  0.13491099999999978 ,  0.1317229999999996 ,  -0.1735530000000005 ,  -0.09308100000000019 ,   ,   ,   ,  
135 ,  2.9370359999999995 ,  -0.9622120000000001 ,  -0.9911120000000002 ,  -0.9837120000000001 ,   ,   ,   ,  
136 ,  0.006085999999999814 ,  -0.00851000000000024 ,  -0.057090000000000085 ,  0.05951399999999962 ,   ,   ,   ,  
137 ,  0.015924999999999745 ,  0.024252999999999858 ,  -0.011267000000000138 ,  -0.02891099999999991 ,   ,   ,   ,  
138 ,  -0.0002319999999995659 ,  0.0053520000000002454 ,  0.006816000000000155 ,  -0.011935999999999947 ,   ,   ,   ,  
139 ,  -0.07196800000000003 ,  -0.04459599999999986 ,  0.04681600000000019 ,  0.06974800000000014 ,   ,   ,   ,  
140 ,  0.011576999999999948 ,  0.006528999999999563 ,  -0.003635000000000055 ,  -0.014471000000000345 ,   ,   ,   ,  
141 ,  0.01607000000000003 ,  -0.0019379999999999953 ,  -0.01610599999999973 ,  0.0019740000000001423 ,   ,   ,   ,  
142 ,  0.019039999999999946 ,  -0.02328399999999986 ,  -0.005295999999999967 ,  0.009539999999999882 ,   ,   ,   ,  
143 ,  -0.005875000000000075 ,  -0.0011149999999999771 ,  -0.01299500000000009 ,  0.019984999999999697 ,   ,   ,   ,  
144 ,  -0.008840000000000181 ,  -0.0025520000000001097 ,  0.006256000000000039 ,  0.0051360000000002515 ,   ,   ,   ,  
145 ,  0.008096000000000103 ,  0.028567999999999927 ,  -0.017948000000000075 ,  -0.018715999999999955 ,   ,   ,   ,  
146 ,  -0.004235000000000433 ,  0.015092999999999801 ,  -0.013991000000000309 ,  0.0031329999999996083 ,   ,   ,   ,  
148 ,  -0.002721999999999891 ,  -0.007006000000000068 ,  0.01492199999999988 ,  -0.005193999999999921 ,   ,   ,   ,  
149 ,  -0.20357500000000028 ,  0.6808889999999996 ,  -0.14648300000000036 ,  -0.3308310000000003 ,   ,   ,   ,  
150 ,  0.006279999999999841 ,  -0.0054280000000002104 ,  0.0035279999999997536 ,  -0.0043800000000002726 ,   ,   ,   ,  
151 ,  0.03654599999999997 ,  -0.031498000000000026 ,  0.013777999999999846 ,  -0.018825999999999787 ,   ,   ,   ,  
152 ,  0.014500000000000401 ,  -0.011287999999999965 ,  0.000444000000000333 ,  -0.0036559999999998816 ,   ,   ,   ,  
153 ,  0.0348379999999997 ,  0.0009739999999998084 ,  -0.01176200000000005 ,  -0.02405000000000035 ,   ,   ,   ,  
154 ,  -0.0033609999999999474 ,  0.018487000000000364 ,  -0.0013729999999996245 ,  -0.013752999999999904 ,   ,   ,   ,  
155 ,  0.010829999999999895 ,  -0.009542000000000161 ,  0.0017699999999996052 ,  -0.003058000000000227 ,   ,   ,   ,  
156 ,  0.032035000000000036 ,  -0.0034650000000002734 ,  0.010034999999999794 ,  -0.038605 ,   ,   ,   ,  
157 ,  0.010564000000000018 ,  -0.0043359999999998955 ,  0.01970800000000006 ,  -0.02593600000000018 ,   ,   ,   ,  
158 ,  0.01817100000000016 ,  -0.01670899999999964 ,  0.0073430000000000994 ,  -0.00880499999999973 ,   ,   ,   ,  
159 ,  0.020389999999999908 ,  -0.005257999999999985 ,  -0.011614000000000235 ,  -0.003518000000000132 ,   ,   ,   ,  
160 ,  -0.011877999999999833 ,  0.022154000000000007 ,  -0.0326019999999998 ,  0.022326000000000068 ,   ,   ,   ,  
161 ,  0.011903999999999915 ,  -0.009084000000000092 ,  0.002104000000000106 ,  -0.0049239999999999284 ,   ,   ,   ,  
162 ,  0.16315100000000005 ,  0.04591499999999993 ,  0.10912699999999997 ,  -0.31819299999999995 ,   ,   ,   ,  
163 ,  -0.011242999999999892 ,  -0.013271000000000033 ,  0.0297010000000002 ,  -0.005186999999999831 ,   ,   ,   ,  
164 ,  0.002994000000000163 ,  0.005082000000000253 ,  -0.0013459999999998473 ,  -0.006730000000000125 ,   ,   ,   ,  
165 ,  0.018909000000000287 ,  -0.001674999999999649 ,  -0.042438999999999893 ,  0.025205000000000144 ,   ,   ,   ,  
166 ,  -0.005933000000000188 ,  -0.03912100000000018 ,  -0.012808999999999848 ,  0.057862999999999776 ,   ,   ,   ,  
167 ,  0.016267999999999727 ,  0.01560399999999973 ,  -0.015052000000000287 ,  -0.0168200000000005 ,   ,   ,   ,  
168 ,  -0.08098699999999992 ,  0.06689699999999998 ,  0.060652999999999846 ,  -0.04656299999999991 ,   ,   ,   ,  
169 ,  -0.00470899999999963 ,  -0.017668999999999713 ,  0.009295000000000275 ,  0.0130830000000004 ,   ,   ,   ,  
170 ,  0.044331999999999816 ,  -0.0047280000000000655 ,  -0.061944 ,  0.022339999999999804 ,   ,   ,   ,  
171 ,  -0.09410400000000019 ,  0.08897600000000017 ,  0.006139999999999812 ,  -0.0010119999999997908 ,   ,   ,   ,  
172 ,  0.05600900000000042 ,  0.05458100000000021 ,  -0.08691099999999974 ,  -0.02367899999999956 ,   ,   ,   ,  
173 ,  0.003722000000000225 ,  0.004005999999999954 ,  -0.007213999999999832 ,  -0.0005139999999999034 ,   ,   ,   ,  
174 ,  -0.045410999999999646 ,  0.020221000000000267 ,  -0.040382999999999836 ,  0.0655730000000001 ,   ,   ,   ,  
176 ,  -0.0318179999999999 ,  0.011278000000000343 ,  0.005794000000000299 ,  0.014746000000000148 ,   ,   ,   ,  
177 ,  -0.004887000000000086 ,  0.008713000000000193 ,  -0.0063670000000000115 ,  0.0025409999999999044 ,   ,   ,   ,  
